Date,House_Price_Index,Stock_Price_Index,Consumer_Price_Index,Population,Unemployment_Rate,Real_GDP,Mortgage_Rate,Real_Disposable_Income
2012-05-01,141.051,72.17182,96.9614,201365000.0,8.2,1.54386,3.798,12490.2
2012-06-01,143.171,70.76199,96.81922,201404000.0,8.2,1.04418,3.675,12482.6
2012-07-01,144.283,72.79951,96.66142,201478000.0,8.2,0.83384,3.55,12396.5
2012-08-01,144.705,75.0352,97.19936,201484000.0,8.1,0.24395,3.602,12364.4
2012-09-01,144.357,77.42225,97.63308,201494000.0,7.8,-0.31479,3.4975,12453.3
2012-10-01,143.967,77.60919,97.59511,201570000.0,7.8,-0.51822,3.3825,12538.2
2012-11-01,143.96,76.13493,97.1327,201617000.0,7.7,1.16381,3.352,12702.9
2012-12-01,143.867,78.39357,96.87111,201655000.0,7.9,3.54612,3.345,13011.6
2013-01-01,144.312,81.92726,97.15759,201939000.0,8.0,4.63325,3.414,12258.9
2013-02-01,145.163,83.34364,97.95331,201977000.0,7.7,4.17487,3.5325,12224.9
2013-03-01,147.962,84.68098,98.20941,202009000.0,7.5,0.61116,3.565,12262.1
2013-04-01,150.97,85.15526,98.10731,202104000.0,7.6,-0.98952,3.445,12299.0
2013-05-01,153.863,88.4166,98.28198,202171000.0,7.5,0.31754,3.536,12358.6
2013-06-01,156.433,86.20319,98.51783,202245000.0,7.5,1.94695,4.07,12361.7
2013-07-01,158.296,88.49967,98.55664,202303000.0,7.3,3.29888,4.37,12350.6
2013-08-01,159.404,88.94304,98.6752,202352000.0,7.2,4.77619,4.456,12379.6
2013-09-01,159.682,90.11507,98.78996,202458000.0,7.2,4.71796,4.49,12431.5
2013-10-01,159.562,92.16814,98.53555,202494000.0,7.2,3.68415,4.192,12395.1
2013-11-01,159.366,94.64921,98.3343,202569000.0,6.9,1.45895,4.255,12426.2
2013-12-01,159.284,95.09109,98.32586,202590000.0,6.7,-2.65296,4.4575,12452.7
2014-01-01,159.374,95.98233,98.69166,202650000.0,6.6,-3.96084,4.432,12513.3
2014-02-01,159.878,95.36447,99.05661,202683000.0,6.7,-0.46768,4.3025,12579.5
2014-03-01,161.194,97.53705,99.69454,202697000.0,6.7,4.02002,4.3425,12648.6
2014-04-01,162.972,98.45526,100.02321,202801000.0,6.2,6.28386,4.3375,12699.0
2014-05-01,164.686,99.72694,100.37255,202835000.0,6.3,6.76573,4.192,12745.0
2014-06-01,166.215,102.13384,100.55945,202939000.0,6.1,5.98718,4.1625,12797.2
2014-07-01,167.14,102.87739,100.52022,203021000.0,6.2,5.04725,4.13,12835.1
2014-08-01,167.455,101.52835,100.3523,203113000.0,6.1,3.00061,4.115,12896.3
2014-09-01,167.246,102.38794,100.42782,203197000.0,5.9,1.81169,4.1625,12938.8
2014-10-01,166.915,98.07211,100.17551,203259000.0,5.7,0.82001,4.036,12995.3
2014-11-01,166.663,102.26019,99.63463,203310000.0,5.8,1.83768,3.9975,13062.8
2014-12-01,166.467,101.37653,99.06969,203342000.0,5.6,3.36424,3.864,13150.5
2015-01-01,166.258,100.07909,98.60348,203943000.0,5.7,3.46473,3.67,13224.7
2015-02-01,166.642,102.77558,99.03172,203963000.0,5.5,3.39875,3.71,13271.8
2015-03-01,168.098,102.25372,99.62112,203989000.0,5.4,3.40058,3.77,13233.7
2015-04-01,169.977,103.8488,99.82364,204049000.0,5.4,2.03094,3.672,13262.8
2015-05-01,171.856,104.40681,100.33247,204126000.0,5.6,1.46744,3.84,13284.7
2015-06-01,173.457,103.16323,100.68392,204243000.0,5.3,1.60712,3.9825,13292.7
2015-07-01,174.502,101.69384,100.69067,204348000.0,5.2,1.85477,4.046,13324.1
2015-08-01,174.946,98.64014,100.54806,204454000.0,5.1,0.60845,3.905,13354.9
2015-09-01,175.055,93.22412,100.39153,204527000.0,5.0,0.1587,3.89,13392.0
2015-10-01,175.062,96.70031,100.34639,204565000.0,5.0,0.23866,3.796,13419.8
2015-11-01,175.157,97.66067,100.13459,204627000.0,5.1,0.66649,3.9425,13417.7
2015-12-01,175.133,95.55366,99.79242,204667000.0,5.0,2.28599,3.964,13482.0
2016-01-01,175.055,89.20781,99.95739,205075000.0,4.8,3.44298,3.8725,13531.6
2016-02-01,175.301,88.24099,100.03966,205152000.0,4.9,2.31285,3.66,13546.1
2016-03-01,176.619,94.19507,100.47043,205243000.0,5.0,0.95798,3.694,13547.2
2016-04-01,178.509,96.83752,100.94677,205300000.0,5.1,0.70674,3.605,13522.0
2016-05-01,180.354,96.83658,101.35518,205363000.0,4.8,0.99459,3.6,13515.1
2016-06-01,181.926,97.52459,101.68806,205441000.0,4.9,2.52806,3.568,13521.5
2016-07-01,183.03,99.9992,101.52352,205532000.0,4.8,3.04461,3.44,13567.1
2016-08-01,183.668,101.04798,101.61676,205652000.0,4.9,2.27609,3.435,13578.9
2016-09-01,183.958,100.23016,101.86105,205723000.0,5.0,1.83702,3.46,13608.3
2016-10-01,184.033,99.05186,101.98804,205781000.0,4.9,1.94719,3.47,13627.7
2016-11-01,184.246,99.85422,101.8294,205866000.0,4.7,2.00305,3.77,13657.8
2016-12-01,184.419,103.84365,101.86274,205905000.0,4.7,2.05173,4.198,13685.3
2017-01-01,184.672,105.02355,102.45636,205304000.0,4.7,1.94717,4.15,13742.1
2017-02-01,185.04,106.97443,102.7787,205336000.0,4.6,1.59971,4.1675,13792.3
2017-03-01,186.546,107.79796,102.86224,205351000.0,4.4,1.78939,4.196,13851.3
2017-04-01,188.556,107.27432,103.16728,205348000.0,4.4,2.47364,4.045,13869.6
2017-05-01,190.554,108.38791,103.25546,205414000.0,4.4,2.27141,4.01,13962.6
2017-06-01,192.288,109.92614,103.34913,205502000.0,4.3,2.95735,3.904,13963.5
2017-07-01,193.539,111.18471,103.27782,205595000.0,4.3,2.56459,3.9675,13999.9
2017-08-01,194.375,110.95262,103.58708,205649000.0,4.4,3.07126,3.88,14015.8
2017-09-01,194.844,112.86192,104.13557,205689000.0,4.3,3.76961,3.805,14030.9
2017-10-01,195.107,115.63231,104.06975,205716000.0,4.2,4.37246,3.895,14062.7
2017-11-01,195.47,115.94859,104.07228,205756000.0,4.2,3.56661,3.922,14078.4
2017-12-01,195.864,119.04481,104.0111,205790000.0,4.1,2.84323,3.95,14111.5
2018-01-01,196.134,124.24317,104.57773,206253000.0,4.0,2.46151,4.0325,14211.4
2018-02-01,196.924,119.48912,105.05196,206272000.0,4.1,3.60581,4.33,14250.1
2018-03-01,198.593,118.08173,105.28949,206328000.0,4.0,3.51376,4.444,14298.3
2018-04-01,200.636,117.40131,105.70803,206365000.0,4.0,3.80564,4.4675,14329.5
2018-05-01,202.474,118.30351,106.14766,206408000.0,3.8,2.63969,4.586,14373.2
2018-06-01,204.066,118.59993,106.31685,206441000.0,4.0,2.55848,4.57,14416.2
2018-07-01,204.974,119.52958,106.32402,206518000.0,3.8,1.56966,4.5275,14467.0
2018-08-01,205.352,121.28153,106.38309,206566000.0,3.8,1.87169,4.55,14509.6
2018-09-01,205.397,122.26119,106.50671,206652000.0,3.7,1.10057,4.6275,14498.8
2018-10-01,205.391,117.41845,106.69488,206733000.0,3.8,0.24478,4.83,14527.7
2018-11-01,205.129,115.52938,106.33752,206777000.0,3.8,0.67042,4.866,14550.4
2018-12-01,204.722,108.75523,105.99788,206780000.0,3.9,1.87959,4.6375,14719.3
2019-01-01,204.233,111.16616,106.19998,206121000.0,4.0,2.51756,4.464,14714.3
2019-02-01,204.467,117.22345,106.64889,206166000.0,3.8,2.95735,4.37,14742.1
2019-03-01,205.816,118.283,107.25053,206206000.0,3.8,3.55669,4.265,14732.5
2019-04-01,207.729,121.03784,107.81843,206242000.0,3.6,3.04537,4.1425,14678.0
2019-05-01,209.393,118.64245,108.04795,206275000.0,3.6,3.18505,4.072,14673.5
2019-06-01,210.629,120.17347,108.06946,206281000.0,3.6,2.84951,3.8025,14686.4
2019-07-01,211.381,123.43003,108.25004,206263000.0,3.7,2.94888,3.765,14703.7
2019-08-01,211.74,118.28403,108.24456,206240000.0,3.7,2.91359,3.616,14777.8
2019-09-01,211.92,121.7589,108.32936,206277000.0,3.5,1.05005,3.605,14807.9
2019-10-01,212.014,121.35093,108.57702,206344000.0,3.6,0.12213,3.688,14821.4
2019-11-01,212.154,125.88704,108.5188,206400000.0,3.6,2.68322,3.695,14885.9
2019-12-01,212.283,128.52031,108.42007,206424000.0,3.6,6.09081,3.72,14844.1
2020-01-01,212.435,130.9052,108.84072,205690000.0,3.5,3.94962,3.624,14976.5
2020-02-01,213.25,128.69358,109.13901,205688000.0,3.5,-13.45235,3.465,15068.8
2020-03-01,215.225,100.45803,108.90147,205690000.0,4.4,-47.04313,3.45,14844.0
2020-04-01,217.272,101.80408,108.17325,205694000.0,14.7,-71.28495,3.306,17170.7
2020-05-01,218.523,105.65555,108.17536,205736000.0,13.2,-21.7276,3.2325,16333.0
2020-06-01,219.848,113.16621,108.7673,205744000.0,11.0,27.8092,3.1625,16057.3
2020-07-01,221.604,115.09434,109.31748,205745000.0,10.2,48.35587,3.016,16151.9
2020-08-01,224.086,120.63801,109.66218,205742000.0,8.4,36.18541,2.935,15553.9
2020-09-01,226.845,119.74555,109.81491,205692000.0,7.9,10.62274,2.89,15643.4
2020-10-01,229.863,121.4711,109.86047,205707000.0,6.9,-4.36484,2.834,15568.4
2020-11-01,232.375,128.24796,109.79339,205748000.0,6.7,-4.36943,2.765,15366.5
2020-12-01,234.43,134.59409,109.89676,205777000.0,6.7,4.32938,2.684,15393.8
2021-01-01,236.513,138.83574,110.36424,205453000.0,6.4,9.14256,2.735,16988.6
2021-02-01,239.29,142.34292,110.96841,205386000.0,6.2,6.87477,2.81,15548.2
2021-03-01,244.294,144.96486,111.75443,205341000.0,6.0,9.33854,3.0825,19119.5
2021-04-01,249.898,150.28601,112.67293,205307000.0,6.0,6.97615,3.06,16146.9
2021-05-01,255.524,153.5066,113.57624,205292000.0,5.8,5.12697,2.9625,15669.5
2021-06-01,261.254,155.21782,114.63144,205276000.0,5.9,1.84294,2.975,15603.3
2021-07-01,265.587,154.78493,115.18288,205275000.0,5.4,0.57541,2.868,15735.2
2021-08-01,268.855,156.60779,115.42083,205174000.0,5.2,1.659,2.8425,15720.0
2021-09-01,271.502,155.12097,115.73431,205160000.0,4.7,6.64173,2.9,15466.3
2021-10-01,273.71,156.8541,116.69585,205153000.0,4.6,10.77098,3.0675,15472.4
2021-11-01,276.092,159.94283,117.26923,205122000.0,4.2,6.97022,3.0675,15470.8
2021-12-01,278.681,157.33822,117.62954,205119000.0,3.9,-1.19019,3.098,15442.7
2022-01-01,282.06,158.10031,118.61934,207397000.0,4.0,-6.00027,3.445,15163.5
2022-02-01,287.307,155.27345,119.70281,207396000.0,3.8,-2.29249,3.7625,15173.6
2022-03-01,294.717,152.95571,121.301,207331000.0,3.6,3.71768,4.172,15119.6
